株ID,株名,配当金（一株あたり）,配当金支払い日,資本金,従業員数,タイプ（大・中・小）,書類（日・米・欧）
2535,欧州株2535,183,12月15日,91074450137,1387,中,欧
2536,欧州株2536,115,7月11日,6611651609,2805,中,欧
2537,欧州株2537,208,1月12日,7373365420,1190,中,欧
2538,欧州株2538,125,9月30日,39328280494,3035,大,欧
2539,欧州株2539,114,11月13日,22685991693,4581,大,欧
2540,欧州株2540,257,4月19日,19990030767,2757,中,欧
2541,欧州株2541,275,9月12日,19358696029,3771,大,欧
2542,欧州株2542,216,4月6日,39830606158,2060,中,欧
2543,欧州株2543,40,12月30日,39974320725,3079,大,欧
2544,欧州株2544,240,12月9日,5285421892,3585,大,欧
2545,欧州株2545,282,1月26日,24131527178,4530,大,欧
2546,欧州株2546,261,11月21日,64125635111,231,小,欧
2547,欧州株2547,223,4月16日,57424501898,3686,大,欧
2548,欧州株2548,59,1月23日,57604045591,4225,大,欧
2549,欧州株2549,172,2月5日,63923206480,690,小,欧
2550,欧州株2550,84,8月9日,26769289278,4028,大,欧
2551,欧州株2551,83,5月5日,96639835364,924,小,欧
2552,欧州株2552,281,6月19日,82326427808,265,小,欧
2553,欧州株2553,133,6月30日,3148539946,642,小,欧
2554,欧州株2554,14,4月9日,76634421774,1409,中,欧
2555,欧州株2555,92,12月6日,72877048153,1063,中,欧
2556,欧州株2556,77,8月5日,22125025794,3647,大,欧
2557,欧州株2557,116,12月29日,87390296345,382,小,欧
2558,欧州株2558,184,5月26日,3917521876,3531,大,欧
2559,欧州株2559,66,9月8日,16430824562,1869,中,欧
2560,欧州株2560,170,2月1日,90506773018,2687,中,欧
2561,欧州株2561,162,11月19日,39718920044,3323,大,欧
2562,欧州株2562,113,12月27日,43709201178,2440,中,欧
2563,欧州株2563,26,12月8日,32428067410,3485,大,欧
2564,欧州株2564,179,11月12日,76497485334,2560,中,欧
2565,欧州株2565,229,4月6日,15382869803,4670,大,欧
2566,欧州株2566,229,4月26日,85504218279,1036,中,欧
2567,欧州株2567,273,4月30日,56456244107,3047,大,欧
2568,欧州株2568,33,4月5日,61906911070,64,小,欧
2569,欧州株2569,229,5月23日,1946848128,330,小,欧
2570,欧州株2570,64,10月25日,29583120672,4334,大,欧
2571,欧州株2571,280,3月21日,86022396330,2647,中,欧
2572,欧州株2572,299,6月26日,96278476022,4459,大,欧
2573,欧州株2573,111,7月5日,92807732426,1686,中,欧
2574,欧州株2574,178,9月6日,19504914742,463,小,欧
2575,欧州株2575,61,10月22日,79048695292,2556,中,欧
2576,欧州株2576,149,9月25日,14578770989,4993,大,欧
2577,欧州株2577,120,11月21日,51302942249,2687,中,欧
2578,欧州株2578,197,8月5日,17669130475,4785,大,欧
2579,欧州株2579,177,5月4日,96998519534,3788,大,欧
2580,欧州株2580,287,5月17日,14341834811,3275,大,欧
2581,欧州株2581,195,4月14日,64229000868,291,小,欧
2582,欧州株2582,236,2月20日,57171095456,445,小,欧
2583,欧州株2583,71,5月16日,57742164778,4905,大,欧
2584,欧州株2584,78,5月2日,88380315253,447,小,欧
2585,欧州株2585,41,7月13日,54128237600,4685,大,欧
2586,欧州株2586,273,7月14日,4276206046,3081,大,欧
2587,欧州株2587,105,12月19日,75051624201,579,小,欧
2588,欧州株2588,68,5月13日,90578825673,1557,中,欧
2589,欧州株2589,163,10月12日,16900862277,1676,中,欧
2590,欧州株2590,127,11月29日,86606608728,1802,中,欧
2591,欧州株2591,67,9月16日,97480954299,3787,大,欧
2592,欧州株2592,183,2月20日,30090790654,3243,大,欧
2593,欧州株2593,228,10月18日,20000612944,2260,中,欧
2594,欧州株2594,213,2月8日,46308046195,2381,中,欧
2595,欧州株2595,177,12月9日,39285971399,4512,大,欧
2596,欧州株2596,194,3月3日,37599816238,4353,大,欧
2597,欧州株2597,19,5月23日,30608968705,4397,大,欧
2598,欧州株2598,280,11月11日,34200862323,3686,大,欧
2599,欧州株2599,221,5月9日,86381080499,4832,大,欧
2600,欧州株2600,46,6月27日,54909275660,4645,大,欧
2601,欧州株2601,164,3月1日,70400648007,1011,中,欧
2602,欧州株2602,104,9月2日,49911473656,677,小,欧
2603,欧州株2603,75,4月6日,92265385370,4393,大,欧
2604,欧州株2604,84,7月12日,79631659367,586,小,欧
2605,欧州株2605,44,6月20日,9912612988,2242,中,欧
2606,欧州株2606,33,8月5日,8958817609,2541,中,欧
2607,欧州株2607,181,2月28日,79354489680,1384,中,欧
2608,欧州株2608,126,4月17日,91616989977,3513,大,欧
2609,欧州株2609,135,1月22日,19714692181,1165,中,欧
2610,欧州株2610,251,9月20日,10394963403,1754,中,欧
2611,欧州株2611,85,10月1日,14022686147,591,小,欧
2612,欧州株2612,162,2月25日,77085922407,2189,中,欧
2613,欧州株2613,285,6月2日,17125857975,1546,中,欧
2614,欧州株2614,207,7月15日,9815634097,662,小,欧
2615,欧州株2615,213,7月30日,96518078235,2532,中,欧
2616,欧州株2616,74,8月21日,29745606128,2575,中,欧
2617,欧州株2617,199,2月16日,79472882118,2438,中,欧
2618,欧州株2618,160,11月13日,49604229104,4209,大,欧
2619,欧州株2619,142,12月21日,46393210731,2194,中,欧
2620,欧州株2620,290,2月28日,16834710438,3237,大,欧
2621,欧州株2621,99,8月31日,29061383098,4003,大,欧
2622,欧州株2622,251,6月16日,10347875838,3018,大,欧
2623,欧州株2623,280,2月12日,75959361463,870,小,欧
2624,欧州株2624,268,2月15日,60665118362,2227,中,欧
2625,欧州株2625,297,1月22日,56907744741,1174,中,欧
2626,欧州株2626,258,3月20日,69385216811,3182,大,欧
2627,欧州株2627,32,8月13日,42862074602,4616,大,欧
2628,欧州株2628,18,5月17日,78668781814,1647,中,欧
2629,欧州株2629,15,7月12日,9567428462,4209,大,欧
2630,欧州株2630,141,6月17日,59545506841,1893,中,欧
2631,欧州株2631,256,5月22日,29426051438,896,小,欧
2632,欧州株2632,90,10月16日,81768533971,1649,中,欧
2633,欧州株2633,95,12月16日,31665698538,2350,中,欧
2634,欧州株2634,132,6月19日,8847376307,688,小,欧
2635,欧州株2635,192,10月13日,99331908140,2021,中,欧
2636,欧州株2636,92,12月1日,55817014413,2506,中,欧
2637,欧州株2637,216,3月16日,96004612476,1340,中,欧
2638,欧州株2638,103,12月12日,36693737949,288,小,欧
2639,欧州株2639,199,1月5日,49207040635,2101,中,欧
2640,欧州株2640,265,1月14日,22719726062,3617,大,欧
2641,欧州株2641,257,3月13日,58490604148,3750,大,欧
2642,欧州株2642,248,5月7日,44871094941,3324,大,欧
2643,欧州株2643,264,4月4日,65204283484,896,小,欧
2644,欧州株2644,272,3月10日,81757070015,4848,大,欧
2645,欧州株2645,58,2月14日,61590356305,1762,中,欧
2646,欧州株2646,43,10月12日,35958379814,149,小,欧
2647,欧州株2647,73,8月12日,66687137885,918,小,欧
2648,欧州株2648,288,10月22日,1699827063,2590,中,欧
2649,欧州株2649,33,8月31日,11373722381,3732,大,欧
2650,欧州株2650,223,10月5日,98290873148,1909,中,欧
2651,欧州株2651,116,12月30日,41308881356,3040,大,欧
2652,欧州株2652,233,1月14日,4799579219,2330,中,欧
2653,欧州株2653,136,1月23日,70124433330,3730,大,欧
2654,欧州株2654,259,3月21日,14011485971,3865,大,欧
2655,欧州株2655,261,11月26日,56365396195,3441,大,欧
2656,欧州株2656,276,4月21日,69855256016,3759,大,欧
2657,欧州株2657,279,6月8日,37313777983,110,小,欧
2658,欧州株2658,220,3月28日,63876616977,763,小,欧
2659,欧州株2659,50,10月20日,69004823299,885,小,欧
2660,欧州株2660,87,3月11日,46544789344,4870,大,欧
2661,欧州株2661,30,8月18日,83804703006,4338,大,欧
2662,欧州株2662,40,6月18日,63919714222,2733,中,欧
2663,欧州株2663,55,7月23日,3959649790,911,小,欧
2664,欧州株2664,132,10月18日,83563362444,2041,中,欧
2665,欧州株2665,181,5月23日,86904453673,1329,中,欧
2666,欧州株2666,77,11月10日,52203480147,529,小,欧
2667,欧州株2667,200,12月30日,93823308305,2867,中,欧
2668,欧州株2668,66,9月13日,36223047655,2896,中,欧
2669,欧州株2669,217,3月12日,2911696521,4038,大,欧
2670,欧州株2670,227,10月15日,19392824801,2699,中,欧
2671,欧州株2671,161,1月13日,52870650768,2515,中,欧
2672,欧州株2672,203,2月18日,48862474758,4837,大,欧
2673,欧州株2673,183,12月27日,61375777444,3883,大,欧
2674,欧州株2674,44,6月5日,16825314385,3339,大,欧
2675,欧州株2675,273,10月25日,46034588676,1849,中,欧
2676,欧州株2676,287,6月13日,83807301250,2548,中,欧
2677,欧州株2677,74,2月15日,63385184778,1494,中,欧
2678,欧州株2678,277,4月13日,66403815366,330,小,欧
2679,欧州株2679,25,9月6日,85249922142,151,小,欧
2680,欧州株2680,141,5月8日,75974013374,868,小,欧
2681,欧州株2681,34,7月2日,93534602525,3416,大,欧
2682,欧州株2682,159,7月11日,69359635213,1925,中,欧
2683,欧州株2683,59,5月13日,2551335470,587,小,欧
2684,欧州株2684,119,8月19日,65745708034,401,小,欧
2685,欧州株2685,78,6月7日,8477083238,2836,中,欧
2686,欧州株2686,59,7月25日,18661503189,4860,大,欧
2687,欧州株2687,211,8月16日,74136872236,1227,中,欧
2688,欧州株2688,18,5月22日,3391972671,3325,大,欧
2689,欧州株2689,170,1月17日,96646529391,1645,中,欧
2690,欧州株2690,161,12月16日,20670910523,4446,大,欧
2691,欧州株2691,153,11月8日,32897583184,854,小,欧
2692,欧州株2692,218,10月14日,42607306138,4103,大,欧
2693,欧州株2693,179,12月4日,28258070946,2502,中,欧
2694,欧州株2694,276,2月4日,29134900519,2530,中,欧
2695,欧州株2695,189,2月5日,49181457547,1381,中,欧
2696,欧州株2696,226,4月3日,82398986929,2224,中,欧
2697,欧州株2697,60,12月18日,45567530368,4806,大,欧
2698,欧州株2698,181,4月2日,88253076446,4472,大,欧
2699,欧州株2699,27,5月19日,54000997303,304,小,欧
2700,欧州株2700,16,9月6日,63166733663,228,小,欧
2701,欧州株2701,277,3月10日,83203795005,4959,大,欧
2702,欧州株2702,111,5月17日,85604734056,646,小,欧
2703,欧州株2703,263,10月11日,28622740775,1133,中,欧
2704,欧州株2704,170,8月26日,68272906424,4919,大,欧
2705,欧州株2705,24,9月4日,22429128472,3116,大,欧
2706,欧州株2706,120,9月21日,8044064154,141,小,欧
2707,欧州株2707,224,7月8日,8956722853,1533,中,欧
2708,欧州株2708,137,12月1日,31332162616,3131,大,欧
2709,欧州株2709,167,1月20日,24627638892,2616,中,欧
2710,欧州株2710,183,11月7日,25066892062,3807,大,欧
2711,欧州株2711,123,1月19日,40558264408,3475,大,欧
2712,欧州株2712,266,9月17日,33858648763,4256,大,欧
2713,欧州株2713,248,7月2日,71118563915,1976,中,欧
2714,欧州株2714,284,1月28日,16224407875,123,小,欧
2715,欧州株2715,207,3月6日,65426556390,1217,中,欧
2716,欧州株2716,205,4月20日,84205279359,1248,中,欧
2717,欧州株2717,118,3月26日,70594996221,536,小,欧
2718,欧州株2718,256,9月13日,27008442753,1029,中,欧
2719,欧州株2719,154,9月29日,63590773613,1537,中,欧
2720,欧州株2720,94,10月19日,20486853233,1648,中,欧
2721,欧州株2721,64,12月10日,86878870584,3230,大,欧
2722,欧州株2722,181,8月19日,29206953173,2731,中,欧
2723,欧州株2723,190,12月19日,55518989777,1721,中,欧
2724,欧州株2724,204,1月27日,96140802992,2227,中,欧
2725,欧州株2725,136,10月29日,36180738560,4369,大,欧
2726,欧州株2726,262,7月11日,26926074272,2546,中,欧
2727,欧州株2727,297,8月27日,20839551282,4190,大,欧
2728,欧州株2728,241,3月14日,67784475313,2967,中,欧
2729,欧州株2729,211,4月29日,36510467321,1360,中,欧
2730,欧州株2730,15,4月15日,50380989430,4487,大,欧
2731,欧州株2731,269,7月8日,69227096206,4982,大,欧
2732,欧州株2732,95,2月5日,45741477192,651,小,欧
2733,欧州株2733,35,8月6日,22787812641,3737,大,欧
2734,欧州株2734,80,6月19日,66664865283,2231,中,欧
2735,欧州株2735,277,6月6日,9028775507,2187,中,欧
2736,欧州株2736,138,10月15日,88601259408,722,小,欧
2737,欧州株2737,172,5月28日,78255678935,1354,中,欧
2738,欧州株2738,78,8月16日,25138944716,1055,中,欧
2739,欧州株2739,123,11月8日,6747896606,2828,中,欧
2740,欧州株2740,102,9月17日,9869414199,3191,大,欧
2741,欧州株2741,189,1月8日,3133969428,1966,中,欧
2742,欧州株2742,153,8月28日,18302882623,474,小,欧
2743,欧州株2743,247,3月6日,56039767562,1175,中,欧
2744,欧州株2744,286,11月6日,49084747665,4437,大,欧
2745,欧州株2745,198,12月27日,25563299525,4601,大,欧
2746,欧州株2746,274,6月2日,58091477630,2851,中,欧
2747,欧州株2747,22,10月18日,18970053244,1347,中,欧
2748,欧州株2748,245,3月24日,88876426967,3824,大,欧
2749,欧州株2749,80,2月12日,77595293199,376,小,欧
2750,欧州株2750,275,6月14日,45429636283,4682,大,欧
2751,欧州株2751,19,6月12日,47866402970,4497,大,欧
2752,欧州株2752,63,4月2日,73983513695,1204,中,欧
2753,欧州株2753,43,5月21日,2916156470,4641,大,欧
2754,欧州株2754,198,4月26日,70297928265,342,小,欧
2755,欧州株2755,219,5月8日,85502670587,2441,中,欧
2756,欧州株2756,152,11月6日,78803054941,4615,大,欧
2757,欧州株2757,110,7月9日,16294535628,2812,中,欧
2758,欧州株2758,102,8月30日,2196101335,662,小,欧
2759,欧州株2759,206,8月16日,25301265593,2509,中,欧
2760,欧州株2760,88,10月1日,88498722452,2359,中,欧
2761,欧州株2761,149,12月28日,9320833101,2312,中,欧
2762,欧州株2762,139,10月16日,44769252037,4782,大,欧
2763,欧州株2763,180,3月18日,51088414416,1369,中,欧
2764,欧州株2764,296,8月25日,27724054429,3952,大,欧
2765,欧州株2765,129,1月27日,56098389638,2952,中,欧
2766,欧州株2766,266,3月8日,35926769340,3756,大,欧
2767,欧州株2767,294,2月11日,59291962057,4296,大,欧
2768,欧州株2768,188,2月23日,65360322046,4077,大,欧
2769,欧州株2769,100,3月15日,67797088733,456,小,欧
2770,欧州株2770,206,8月7日,98363580956,4562,大,欧
2771,欧州株2771,44,6月17日,35242543330,119,小,欧
2772,欧州株2772,11,7月6日,5158917053,1510,中,欧
2773,欧州株2773,29,7月20日,90799681860,4947,大,欧
2774,欧州株2774,172,5月6日,91103249893,1313,中,欧
2775,欧州株2775,291,8月3日,26884127980,1583,中,欧
2776,欧州株2776,121,1月3日,93342895504,369,小,欧
2777,欧州株2777,128,6月13日,7545876763,2951,中,欧
2778,欧州株2778,71,11月15日,8367749964,1953,中,欧
2779,欧州株2779,214,7月16日,18041643793,4038,大,欧
2780,欧州株2780,235,3月4日,39149615006,1095,中,欧
2781,欧州株2781,129,1月14日,98406762551,3077,大,欧
2782,欧州株2782,196,1月1日,47583081941,4862,大,欧
2783,欧州株2783,154,2月14日,31420022951,4679,大,欧
2784,欧州株2784,66,10月24日,17393246909,347,小,欧
2785,欧州株2785,243,4月24日,16653219797,4357,大,欧
2786,欧州株2786,288,5月7日,46320562193,111,小,欧
2787,欧州株2787,269,5月15日,2607549658,1430,中,欧
2788,欧州株2788,14,8月20日,82466665074,1698,中,欧
2789,欧州株2789,128,8月3日,97958037420,1876,中,欧
2790,欧州株2790,135,10月15日,10118770440,751,小,欧
2791,欧州株2791,77,11月23日,63914459423,707,小,欧
2792,欧州株2792,84,8月27日,20399562716,4153,大,欧
2793,欧州株2793,249,3月21日,96989376584,1662,中,欧
2794,欧州株2794,201,8月5日,2996076832,3305,大,欧
2795,欧州株2795,230,1月8日,49905171738,2663,中,欧
2796,欧州株2796,161,2月23日,32098261810,3680,大,欧
2797,欧州株2797,254,11月1日,19715338197,4297,大,欧
2798,欧州株2798,256,5月11日,51956884786,3358,大,欧
2799,欧州株2799,295,12月29日,26142384527,506,小,欧
2800,欧州株2800,276,6月4日,82455201118,3520,大,欧
2801,欧州株2801,246,2月27日,62288487408,711,小,欧
2802,欧州株2802,231,5月21日,77744030629,1331,中,欧
2803,欧州株2803,76,8月11日,45458264554,4818,大,欧
2804,欧州株2804,120,3月23日,43772110882,4659,大,欧
2805,欧州株2805,26,6月14日,9393597997,836,小,欧
2806,欧州株2806,110,7月20日,2335692586,663,小,欧
2807,欧州株2807,13,6月1日,91980110624,2308,中,欧
2808,欧州株2808,171,11月4日,85280494978,1777,中,欧
2809,欧州株2809,102,6月23日,11920084144,2429,中,欧
2810,欧州株2810,196,12月25日,99491331405,983,小,欧
2811,欧州株2811,198,9月9日,31778707120,2815,中,欧
2812,欧州株2812,107,10月25日,8293089596,4458,大,欧
2813,欧州株2813,244,3月23日,17804695232,2633,中,欧
2814,欧州株2814,262,6月27日,14557847734,4663,大,欧
2815,欧州株2815,199,3月8日,57565855943,2969,中,欧
2816,欧州株2816,23,12月9日,60325081780,3819,大,欧
2817,欧州株2817,223,1月17日,25886985336,3757,大,欧
2818,欧州株2818,258,4月2日,42404210867,3787,大,欧
2819,欧州株2819,51,1月26日,82147514920,4782,大,欧
2820,欧州株2820,245,6月21日,49337496109,3284,大,欧
2821,欧州株2821,119,1月15日,42602051339,4613,大,欧
2822,欧州株2822,225,1月27日,71775495013,430,小,欧
2823,欧州株2823,71,7月23日,19219717394,3822,大,欧
2824,欧州株2824,69,4月7日,89126091116,702,小,欧
2825,欧州株2825,273,5月22日,74776855924,4979,大,欧
2826,欧州株2826,127,5月9日,84128290602,519,小,欧
2827,欧州株2827,293,1月30日,74162456214,349,小,欧
2828,欧州株2828,74,11月6日,68147858110,855,小,欧
2829,欧州株2829,54,7月6日,17646636650,3437,大,欧
2830,欧州株2830,99,12月8日,83162711080,4280,大,欧
2831,欧州株2831,140,5月18日,2018817856,3244,大,欧
2832,欧州株2832,83,8月23日,41797952525,1581,中,欧
2833,欧州株2833,148,1月17日,82383936615,2297,中,欧
2834,欧州株2834,150,11月2日,31560256004,3614,大,欧
2835,欧州株2835,108,11月14日,51597318837,2068,中,欧
2836,欧州株2836,19,11月29日,27207376771,2937,中,欧
2837,欧州株2837,165,10月15日,68947913450,2450,中,欧
2838,欧州株2838,215,3月10日,7510835788,4434,大,欧
2839,欧州株2839,223,3月29日,63950112936,801,小,欧
2840,欧州株2840,241,2月19日,54020107673,2939,中,欧
2841,欧州株2841,16,3月15日,50262734053,4919,大,欧
2842,欧州株2842,206,4月24日,97422629858,123,小,欧
2843,欧州株2843,40,9月26日,25391364533,3282,大,欧
2844,欧州株2844,263,3月6日,81866469316,2245,中,欧
2845,欧州株2845,31,6月19日,94093140487,580,小,欧
2846,欧州株2846,89,6月20日,90299937741,1412,中,欧
2847,欧州株2847,156,8月20日,11382078338,756,小,欧
2848,欧州株2848,48,10月5日,84679588468,1068,中,欧
2849,欧州株2849,115,9月16日,7029199105,3489,大,欧
2850,欧州株2850,113,11月13日,4261578439,1451,中,欧
2851,欧州株2851,183,7月8日,89615711731,3550,大,欧
2852,欧州株2852,164,1月15日,52979974363,2438,中,欧
2853,欧州株2853,209,12月8日,87066548178,3052,大,欧
2854,欧州株2854,119,12月31日,62007837697,83,小,欧
2855,欧州株2855,154,2月17日,55272392926,353,小,欧
2856,欧州株2856,273,4月17日,53586237765,3511,大,欧
2857,欧州株2857,280,4月17日,84188559113,4994,大,欧
2858,欧州株2858,37,6月28日,49614020820,4283,大,欧
2859,欧州株2859,257,7月6日,92622027538,2808,中,欧
2860,欧州株2860,83,12月10日,69257669042,984,小,欧
2861,欧州株2861,55,4月26日,96173889723,1182,中,欧
2862,欧州株2862,149,9月25日,9315459777,1288,中,欧
2863,欧州株2863,120,11月21日,79057035354,1568,中,欧
2864,欧州株2864,61,7月25日,91973630655,3665,大,欧
2865,欧州株2865,171,1月23日,10829737431,2679,中,欧
2866,欧州株2866,216,8月1日,11841947414,2053,中,欧
2867,欧州株2867,201,1月9日,41829660031,2175,中,欧
2868,欧州株2868,161,11月17日,35130045876,4305,大,欧
2869,欧州株2869,150,2月11日,35701113708,4243,大,欧
2870,欧州株2870,287,6月13日,19215592587,4108,大,欧
2871,欧州株2871,296,10月26日,29435844644,3286,大,欧
2872,欧州株2872,199,4月23日,81651890455,4444,大,欧
2873,欧州株2873,31,4月9日,49079491376,4934,大,欧
2874,欧州株2874,158,2月20日,78252936540,296,小,欧
2875,欧州株2875,90,8月16日,42361901772,404,小,欧
2876,欧州株2876,61,3月22日,84751641122,4157,大,欧
2877,欧州株2877,77,6月15日,71795454478,348,小,欧
2878,欧州株2878,119,6月1日,90605730639,2134,中,欧
2879,欧州株2879,21,5月28日,93946823357,2448,中,欧
2880,欧州株2880,168,1月29日,74911929662,1176,中,欧
2881,欧州株2881,102,3月18日,87425232347,3290,大,欧
2882,欧州株2882,118,11月29日,15487106916,929,小,欧
2883,欧州株2883,235,10月20日,8209627869,3111,大,欧
2884,欧州株2884,101,9月16日,11586548222,2400,中,欧
2885,欧州株2885,140,2月8日,14708332450,3897,大,欧
2886,欧州株2886,263,10月17日,54989071898,3935,大,欧
2887,欧州株2887,165,12月8日,58074758874,290,小,欧
2888,欧州株2888,38,12月23日,24512605351,2258,中,欧
2889,欧州株2889,184,1月7日,22196034244,2284,中,欧
2890,欧州株2890,19,7月6日,71600848103,2202,中,欧
2891,欧州株2891,271,10月15日,28050123761,3989,大,欧
2892,欧州株2892,137,10月11日,40599255572,1986,中,欧
2893,欧州株2893,283,1月4日,14649376393,3141,大,欧
2894,欧州株2894,75,8月2日,24833797834,2941,中,欧
2895,欧州株2895,227,5月18日,6156118209,2784,中,欧
2896,欧州株2896,208,3月6日,71516802935,468,小,欧
2897,欧州株2897,292,2月8日,49020939854,1951,中,欧
2898,欧州株2898,276,1月14日,54399948566,913,小,欧
2899,欧州株2899,236,3月3日,64906830647,3475,大,欧
2900,欧州株2900,300,7月27日,48779599293,4242,大,欧
2901,欧州株2901,11,5月9日,71119209930,1257,中,欧
2902,欧州株2902,299,6月1日,3988448057,3921,大,欧
2903,欧州株2903,128,6月1日,53715724046,1318,中,欧
2904,欧州株2904,244,4月24日,7907775220,674,小,欧
2905,欧州株2905,78,7月30日,73645697567,1440,中,欧
2906,欧州株2906,89,11月25日,16914506675,2142,中,欧
2907,欧州株2907,98,5月29日,6948672287,581,小,欧
2908,欧州株2908,168,9月16日,95175982616,1898,中,欧
2909,欧州株2909,69,12月22日,51338625269,2102,中,欧
2910,欧州株2910,234,2月17日,91203764181,952,小,欧
2911,欧州株2911,87,11月1日,34221772390,4867,大,欧
2912,欧州株2912,183,12月27日,47057534226,3869,大,欧
2913,欧州株2913,241,12月28日,28601421627,3340,大,欧
2914,欧州株2914,243,2月24日,50905203138,3347,大,欧
2915,欧州株2915,241,4月22日,37034890052,2923,中,欧
2916,欧州株2916,230,3月28日,59410328325,773,小,欧
2917,欧州株2917,260,2月18日,43247269335,4738,大,欧
2918,欧州株2918,46,11月28日,53718322290,440,小,欧
2919,欧州株2919,30,9月12日,5908540466,3780,大,欧
2920,欧州株2920,66,6月19日,40030943407,4533,大,欧
2921,欧州株2921,271,7月13日,77290855579,898,小,欧
2922,欧州株2922,11,7月1日,86642291747,3610,大,欧
2923,欧州株2923,175,6月16日,71025586515,1522,中,欧
2924,欧州株2924,29,9月22日,36579691313,2667,中,欧
2925,欧州株2925,124,1月5日,2614243685,2619,中,欧
2926,欧州株2926,53,1月14日,59017691707,3455,大,欧
2927,欧州株2927,196,3月5日,6461912597,3578,大,欧
2928,欧州株2928,248,11月11日,48565020432,3038,大,欧
2929,欧州株2929,264,4月6日,61732418122,3536,大,欧
2930,欧州株2930,274,5月31日,18016897124,4853,大,欧
2931,欧州株2931,208,12月14日,58333465697,671,小,欧
2932,欧州株2932,36,9月20日,61491077561,678,小,欧
2933,欧州株2933,73,2月11日,42353033205,4647,大,欧
2934,欧州株2934,278,7月21日,79290486226,4102,大,欧
2935,欧州株2935,24,7月18日,88964381545,2613,中,欧
2936,欧州株2936,72,7月3日,1523511866,637,小,欧
2937,欧州株2937,110,9月30日,78798343275,1666,中,欧
2938,欧州株2938,158,5月6日,82390236893,1620,中,欧
2939,欧州株2939,60,11月2日,48011724008,142,小,欧
2940,欧州株2940,144,7月12日,88602616176,2579,中,欧
2941,欧州株2941,53,8月29日,30679896375,2151,中,欧
2942,欧州株2942,205,2月25日,94743032481,2985,中,欧
2943,欧州株2943,215,9月29日,97828719458,2493,中,欧
2944,欧州株2944,155,11月4日,38191117157,2307,中,欧
2945,欧州株2945,275,1月28日,43605953504,4727,大,欧
2946,欧州株2946,169,11月29日,53790374945,3761,大,欧
2947,欧州株2947,30,5月8日,12346928221,3105,大,欧
2948,欧州株2948,256,11月15日,41305398632,1613,中,欧
2949,欧州株2949,20,4月20日,81335335690,2271,中,欧
2950,欧州株2950,52,2月6日,61164021608,780,小,欧
2951,欧州株2951,254,3月26日,62212059227,623,小,欧
2952,欧州株2952,292,8月21日,81093995128,877,小,欧
2953,欧州株2953,85,4月23日,68424438510,1578,中,欧
2954,欧州株2954,292,6月25日,10465889584,4241,大,欧
2955,欧州株2955,146,7月2日,76857906935,2101,中,欧
2956,欧州株2956,47,7月17日,3533325226,1494,中,欧
2957,欧州株2957,171,8月23日,80409770609,192,小,欧
2958,欧州株2958,137,11月15日,891679248,2614,中,欧
2959,欧州株2959,117,9月24日,13404981934,4285,大,欧
2960,欧州株2960,263,7月19日,71987364336,1105,中,欧
2961,欧州株2961,61,6月13日,98616953502,3101,大,欧
2962,欧州株2962,187,12月19日,91845681096,1438,中,欧
2963,欧州株2963,89,11月24日,18485576478,4074,大,欧
2964,欧州株2964,136,10月30日,21862495342,1259,中,欧
2965,欧州株2965,195,9月28日,38415551489,3826,大,欧
2966,欧州株2966,116,11月18日,23743854166,2100,中,欧
2967,欧州株2967,260,1月20日,21012064115,2130,中,欧
2968,欧州株2968,184,1月28日,43387502388,4939,大,欧
2969,欧州株2969,214,2月20日,63137932216,2128,中,欧
2970,欧州株2970,47,9月30日,37695496354,4598,大,欧
2971,欧州株2971,167,3月5日,80703501582,4252,大,欧
2972,欧州株2972,284,4月22日,46487254545,68,小,欧
2973,欧州株2973,300,8月18日,51809186670,104,小,欧
2974,欧州株2974,255,3月31日,80696000320,4851,大,欧
2975,欧州株2975,128,4月19日,80839714887,440,小,欧
2976,欧州株2976,240,9月12日,24180182246,759,小,欧
2977,欧州株2977,153,8月17日,64081148794,243,小,欧
2978,欧州株2978,298,7月25日,20494595326,2827,中,欧
2979,欧州株2979,57,9月5日,5858730109,1216,中,欧
2980,欧州株2980,201,6月23日,869715575,1131,中,欧
2981,欧州株2981,125,11月15日,23209324722,2076,中,欧
2982,欧州株2982,162,1月11日,96435178090,2242,中,欧
2983,欧州株2983,150,10月29日,19810372297,3714,大,欧
2984,欧州株2984,109,12月21日,33044520160,3367,大,欧
2985,欧州株2985,252,8月20日,26309076879,4018,大,欧
2986,欧州株2986,242,6月5日,76677798839,1740,中,欧
2987,欧州株2987,278,1月24日,13752442315,3854,大,欧
2988,欧州株2988,224,2月12日,62990418466,4506,大,欧
2989,欧州株2989,182,3月22日,57226624241,4709,大,欧
2990,欧州株2990,94,12月16日,43867143493,4650,大,欧
2991,欧州株2991,239,6月15日,316419150,628,小,欧
2992,欧州株2992,297,7月2日,38941001230,1248,中,欧
2993,欧州株2993,298,7月14日,5484857491,1372,中,欧
2994,欧州株2994,277,9月2日,78720205055,2191,中,欧
2995,欧州株2995,103,8月1日,7939479345,2359,中,欧
2996,欧州株2996,183,11月6日,48005244039,1514,中,欧
2997,欧州株2997,197,1月7日,90884281738,3480,大,欧
2998,欧州株2998,123,10月1日,30601758155,4247,大,欧
2999,欧州株2999,249,6月13日,32234506808,2311,中,欧
3000,欧州株3000,285,9月17日,16110361238,3969,大,欧
